trial,latency_ms
0,2.542833999996219
1,0.8239530002356332
2,0.7680489998165285
3,0.7582470002489572
4,0.64828899985514
5,0.7289780000974133
6,0.7257380002556602
7,0.699721000273712
8,0.6103330001678842
9,0.6663690001005307
10,0.6644560003223887
11,0.6556859998454456
12,0.6917149999026151
13,0.6387940002241521
14,0.6069310002203565
15,0.6873620000078517
16,0.676400999964244
17,0.6669230001534743
18,0.6952489998184319
19,0.6320279999272316
20,0.6461879997914366
21,0.7250880003084603
22,0.7348750000346627
23,0.6772629999431956
24,0.7265489998644625
25,0.7503839997298201
26,0.6774290000066685
27,0.6491609997283376
28,0.6624870002269745
29,0.8072740001807688
30,0.7097050001902971
31,0.7303309998860641
32,0.6429569998545048
33,0.6528929998239619
34,0.7738159997643379
35,0.7169239997892873
36,0.6231990000742371
37,0.6187189997035603
38,0.6817180001235101
39,0.6692370002383541
40,0.6453519999922719
41,0.6711269998049829
42,0.6141959997876256
43,0.6699519999529002
44,0.6965210000089428
45,0.6090540000514011
46,0.6977189996177913
47,0.6948939999347203
48,0.6626360000154818
49,0.693429999955697
50,0.6869629996799631
51,0.6945420000192826
52,0.6622989999414131
53,0.6743320000168751
54,0.6623620001846575
55,0.6578990000889462
56,0.6799309999223624
57,0.6621269999413926
58,0.6977610000831191
59,0.7045339998512645
60,0.6284850001065934
61,0.6549069998982304
62,0.7047079998301342
63,0.6953739998607489
64,0.6451419999393693
65,0.6808100001762796
66,0.6294380000326782
67,0.6036259997017623
68,0.6342850001601619
69,0.6134049999673152
70,0.6135630001153913
71,0.6306209998001577
72,0.5970469997009786
73,0.6310730000222975
74,0.6193640001583844
75,0.6524909999825468
76,0.6821220003985218
77,0.6606839997402858
78,0.6585799997083086
79,0.6314620000011928
80,0.672865000069578
81,0.658438999835198
82,0.6862049999654118
83,0.6122270001469587
84,0.6555899999511894
85,0.7163180002862646
86,0.6132379999144177
87,0.649176000024454
88,0.7288649999281915
89,0.7414469996547268
90,0.6579979999514762
91,0.7173279996095516
92,0.6783889998587256
93,0.6704500001433189
94,0.6679339999209333
95,0.7527200000367884
96,0.633900000138965
97,0.6339380001918471
98,0.6350679996103281
99,0.5975760000183072
100,0.6253349997678015
101,0.6926169999132981
102,0.6720009996570298
103,0.7131170000320708
104,0.6731889998263796
105,0.6529450001835357
106,0.6327240002974577
107,0.6693290001749119
108,0.6450099999710801
109,0.6411270001080993
110,0.699178000104439
111,0.6445720000556321
112,0.652463000278658
113,0.7039020001684548
114,0.7368689998656919
115,0.9450219999962428
116,0.6744160000380361
117,0.6617409999307711
118,0.604064999606635
119,0.7191499998953077
120,0.6411599997591111
121,0.608448000093631
122,0.6349049999698764
123,0.6198529999892344
124,0.6364480000229378
125,0.6808100001762796
126,0.6570479999936651
127,0.616402000105154
128,0.6750289999217784
129,0.7024810001894366
130,0.7560389999525796
131,0.9305960002166103
132,1.0363920000600046
133,0.9133580001616792
134,0.9397779999744671
135,0.703476000126102
136,0.596578000113368
137,0.6402750000233937
138,0.7149099997150188
139,0.672759999815753
140,0.6480140000348911
141,0.6427930002246285
142,0.5952329997853667
143,0.6215670000528917
144,0.6110010003794741
145,0.616099000126269
146,0.6442419999075355
147,0.6019540001034329
148,0.6011390000821848
149,0.6119929998931184
150,0.5809040003441623
151,0.6127060000835627
152,0.5856530001437932
153,0.6113379999987956
154,0.6245870004022436
155,0.5786689998785732
156,0.6120130001363577
157,0.6088659997658397
158,0.583114999699319
159,0.619067000116047
160,0.5775829999947746
161,0.6407669998225174
162,0.6856189997961337
163,0.5896170000596612
164,0.6474350002463325
165,0.6635899999309913
166,0.5842210002811044
167,0.6081399997128756
168,0.5795299998681003
169,0.6095880003158527
170,0.6118389997027407
171,0.5804540001008718
172,0.6079079998926318
173,0.5828580001434602
174,0.6097939999563096
175,0.6040709999979299
176,0.592852999943716
177,0.6089530002100219
178,0.577028999941831
179,0.6062350003048778
180,0.616316999639821
181,0.5844829997840861
182,0.6084420001570834
183,0.5811689998154179
184,0.6219900001269707
185,0.608248999924399
186,0.5853239999851212
187,0.6623580002269591
188,0.5932900003244868
189,0.6003500002407236
190,0.6069310002203565
191,0.5779840003015124
192,0.6385530000443396
193,0.5866709998372244
194,0.6004410001878568
195,0.6052009998711583
196,0.5760990002272592
197,0.6120530001680891
198,0.5979640000077779
199,0.6015270000716555
200,0.6786120002288953
201,0.5890500001441978
202,0.6588080000256014
203,0.6443129996114294
204,0.5807920001643652
205,0.6140709997453087
206,0.5924520000917255
207,0.5977830001029361
208,0.6067059998713376
209,0.5815129998154589
210,0.6085150002945738
211,0.58711499968922
212,0.6008969999129476
213,0.6194880002112768
214,0.5789650003862334
215,0.611644999935379
216,0.5872920000911108
217,0.6455709999499959
218,0.6152850000944454
219,0.5848509999850648
220,0.6119280001257721
221,0.6764569998267689
222,0.5796279997412057
223,0.6068500001674693
224,0.5761669999628793
225,0.6092129997341544
226,0.6066430000828404
227,0.5787649997728295
228,0.6158720002531481
229,0.5778560002909217
230,0.6114830002843519
231,0.6033439999555412
232,0.5785120001746691
233,0.6088830000408052
234,0.5786430001535336
235,0.6174730001475837
236,0.6466899999395537
237,0.5760039998676802
238,0.6098549997659575
239,0.5743579999943904
240,0.6078749997868726
241,0.6088570003157656
242,0.5751779999627615
243,0.6088790000831068
244,0.5752359998041356
245,0.6059890001779422
246,0.6415980001293065
247,0.5945280004198139
248,0.6094459999985702
249,0.5732099998567719
250,0.6087209999350307
251,0.6050319998394116
252,0.5834739999954763
253,0.6528609997076273
254,0.5950730001131888
255,0.6013100000927807
256,0.6050610004422197
257,0.5782960001852189
258,0.6105219999881228
259,0.5838609999955224
260,0.5993899999339192
261,0.6039730001248245
262,0.5759569999099767
263,0.6087500000830914
264,0.573721999899135
265,0.6741209999745479
266,0.6369080001604743
267,0.5765189998783171
268,0.6122390000200539
269,0.6559720000041125
270,0.6203550001373515
271,0.610783999945852
272,0.6082749996494385
273,0.6316750000223692
274,0.6213799997567548
275,0.5775429999630433
276,0.611012999797822
277,0.6370669998432277
278,0.6040120001671312
279,0.6239109998205095
280,0.5745329999626847
281,0.6085310001253674
282,0.6114679999882355
283,0.5783729998256604
284,0.6053170000086538
285,0.5829599999742641
286,0.6087209999350307
287,0.6074930001886969
288,0.5909399997108267
289,0.6110680001256696
290,0.5766519998360309
291,0.6074709999666084
292,0.6007659999340831
293,0.5784190002486866
294,0.606206000156817
295,0.5736240000260295
296,0.6110700001045188
297,0.5999549998705334
298,0.5812899999000365
299,0.6032920000507147
300,0.5772009999418515
301,0.6515919999401376
302,0.618184999893856
303,0.5780809997304459
304,0.6063679998078442
305,0.5747109998992528
306,0.6445549997806665
307,0.60534500016729
308,0.6111120001150994
309,0.6165280001368956
310,1.328215999819804
311,0.9873019998849486
312,0.9334269998362288
313,0.6715819999953965
314,0.5861049999111856
315,0.6163140001262946
316,0.6388859997059626
317,0.5928659998062358
318,0.6122230001892603
319,0.5760270000791934
320,0.6072400001357892
321,0.6100759997025307
322,0.5793529999209568
323,0.6385599999703118
324,0.5880220001017733
325,0.6009449998600758
326,0.6073680001463799
327,0.5790509999314963
328,0.6106159999035299
329,0.5752200004280894
330,0.6131370000730385
331,0.6070889999136853
332,0.5848599998898862
333,0.6496169999081758
334,0.6385639999280102
335,0.7442989999617566
336,0.7113940000635921
337,0.7766769999761891
338,0.585993999720813
339,0.8357639999303501
340,0.7859709999138431
341,0.8345269998244476
342,0.9474009998484689
343,0.8349089998773707
344,0.7482500000151049
345,0.8676289999129949
346,0.8358929999303655
347,0.8086839998213691
348,0.8128919998853235
349,0.8253480000348645
350,0.8318629998029792
351,0.8439959997303959
352,0.8544009997422108
353,0.9031629997480195
354,0.8447170002909843
355,0.6301199996414653
356,0.7394280000880826
357,0.7868229999985488
358,0.7640789999641129
359,0.5992620003780758
360,0.6555629997819779
361,0.6237269999473938
362,0.5979260004096432
363,0.6397990000550635
364,0.5813110001327004
365,0.6427639996218204
366,0.6310379999376892
367,0.5875090000699856
368,0.6586509998669499
369,0.6475740001405939
370,0.5961780002508021
371,0.6328459999167535
372,0.5821419999847421
373,0.6363960001181113
374,0.6386779996319092
375,0.5853449997630378
376,0.6457409999711672
377,0.6038629999238765
378,0.6116269996709889
379,0.6329269999696407
380,0.5834250000589236
381,0.6123949997345335
382,0.5930239999543119
383,0.5888040000172623
384,0.6320229999801086
385,0.5777930000476772
386,0.6094979999033967
387,0.6466200002250844
388,0.599577000230056
389,0.6165889999465435
390,0.5832609999742999
391,0.61242800029504
392,0.6038399997123634
393,0.5789379997622746
394,0.6064110002625966
395,0.5745450002905272
396,0.6097589998717012
397,0.5944270001236873
398,0.5920250000599481
399,0.6114839998190291
400,0.8968759998424503
401,0.5915780002396787
402,0.6268590000217955
403,0.6040120001671312
404,0.5902660000174365
405,0.6138849998933438
406,0.5793319996882929
407,0.6749580002178845
408,0.6160050002108619
409,0.577262999740924
410,0.6092120001994772
411,0.5774900000687921
412,0.5936819998169085
413,0.6419040000764653
414,0.5766749995927967
415,0.6058540002413793
416,0.6233879998944758
417,0.590979999742558
418,0.6161900000734022
419,0.5780340002274897
420,0.6082659997446171
421,0.59460600004968
422,0.5930419997639547
423,0.6072000001040578
424,0.5789179999737826
425,0.6049889998394065
426,0.5946169999333506
427,0.6135630001153913
428,0.6348130000333185
429,0.60168900017743
430,0.607101999776205
431,0.5949579999651178
432,0.5852919998687867
433,0.6278669998209807
434,0.5730809998567565
435,0.6124350002210122
436,0.5955629999334633
437,0.586989999646903
438,0.6293910000749747
439,0.5818469999212539
440,0.7774089999657008
441,0.6397299998752715
442,0.6136940000942559
443,0.6415610000658489
444,0.609982000241871
445,0.5769509998572175
446,0.637246999758645
447,0.6894160001138516
448,0.5906810001761187
449,0.613761999829876
450,0.572894000015367
451,0.6071320003684377
452,0.6022910001775017
453,0.5736390003221459
454,0.6070340000405849
455,0.6242099998416961
456,0.6282580002334726
457,0.6110250001256645
458,0.5750989998887235
459,0.611541000125726
460,0.5853839998053445
461,0.5948140001237334
462,0.6005320001349901
463,0.5740219999097462
464,0.6080220000512782
465,0.5944180002188659
466,0.599676000092586
467,0.6045660002200748
468,0.5733230000259937
469,0.6051600003047497
470,0.5820350002068153
471,0.597620000007737
472,0.6128170002739353
473,0.5772999998043815
474,0.6078189999243477
475,0.582517000111693
476,0.5997299999762618
477,0.6030549998286006
478,0.5765420000898303
479,0.6066070000088075
480,0.576006999835954
481,0.6054680002307578
482,0.6076330000723829
483,0.5963769999652868
484,0.6335089997264731
485,0.5832609999742999
486,0.5976339998596814
487,0.6090410001888813
488,0.5977689997962443
489,0.6123049997768248
490,0.5799289997412416
491,0.5974030000288622
492,0.6481770001300902
493,0.5727369998567156
494,0.6422110000130488
495,0.583837000249332
496,0.6074339999031508
497,0.601937999817892
498,0.5730100001528626
499,0.6279459998950188
500,0.5853339998793672
501,0.5950820000180101
502,0.605155999892304
503,0.6022069997015933
504,0.6622139999308274
505,0.6091870000091149
506,0.5747499999415595
507,0.6125899999460671
508,0.5704609998247179
509,0.608979999924486
510,0.5966869998701441
511,0.5792130000372708
512,0.6004289998600143
513,0.5702050002582837
514,0.6044419997124351
515,0.58313099998486
516,0.5932489998485835
517,0.6033129998286313
518,0.569712000014988
519,0.6050430001778295
520,0.580814999921131
521,0.6069579999348207
522,0.6131320001259155
523,0.5783130000054371
524,0.6072049995964335
525,0.5811020000692224
526,0.5957470002613263
527,0.6042569998498948
528,0.5732800000259886
529,0.60554299989235
530,0.5808350001643703
531,0.59524300013436
532,0.6161430001156987
533,0.5751579997195222
534,0.6078299998080183
535,0.5861200002073019
536,0.6037809998815646
537,0.6036639997546445
538,0.5819349999001133
539,0.6107250001150533
540,0.5742779999309278
541,0.6081510000512935
542,0.6247379997148528
543,0.6036349996065837
544,0.6196939998517337
545,0.5792160000055446
546,0.5964049996691756
547,0.6049490002624225
548,0.5739270000049146
549,0.6447649998335692
550,0.588564999816299
551,0.5978460003461805
552,0.6028630000400881
553,0.5744850000155566
554,0.6242129998099699
555,0.6764300001123047
556,0.6086550001782598
557,0.6479359999502776
558,0.5702640000890824
559,0.6054160003259312
560,0.6046430003152636
561,0.626168999588117
562,0.6778259999009606
563,0.6605240000681079
564,0.5725450000682031
565,0.6213039996509906
566,0.5740619999414776
567,0.6032910000612901
568,0.600951999786048
569,0.5802499999845168
570,0.6051259997548186
571,0.5815320000692736
572,0.6026659998497053
573,0.645707999865408
574,0.576372000068659
575,0.6083759999455651
576,0.5759880000368867
577,0.6049600001460931
578,0.620919000084541
579,0.6069259998184862
580,0.6294879999586556
581,0.5720399999518122
582,0.6027030003679101
583,0.6039019999661832
584,0.5716749997191073
585,0.6091499999456573
586,0.570046000120783
587,0.6056969996279804
588,0.6105469997237378
589,0.5749779998041049
590,0.6049899998288311
591,0.5738019999625976
592,0.6073660001675307
593,0.6065040001885791
594,0.5777000001216948
595,0.6116939998719317
596,0.5728080000153568
597,0.6089569997129729
598,0.6134749996817845
599,0.5768529999841121
600,0.6110260001150891
601,0.5736699999943085
602,0.6106509999881382
603,0.6178910002745397
604,0.5942070001765387
605,0.6082780000724597
606,0.5754290000368201
607,0.6630449997828691
608,0.8109440000225732
609,0.6892050000715244
610,0.6316949998108612
611,0.6153260001156013
612,0.5736099997193378
613,0.611216999914177
614,0.6018270000822667
615,0.573040000290348
616,0.6048370000826253
617,0.5730460002268956
618,0.6035779997546342
619,0.6002199997965363
620,0.5766320000475389
621,0.7163999998738291
622,0.5902130001231853
623,0.6310489998213598
624,0.6409490001715312
625,0.5813809998471697
626,0.642734999928507
627,0.5999959998916893
628,0.5786950000583602
629,0.602370999786217
630,0.5732309996346885
631,0.6219600004442327
632,0.5858790000274894
633,0.6018100002620486
634,0.6047390002095199
635,0.5745800003751356
636,0.6036259997017623
637,0.6040010002834606
638,0.6316489998425823
639,0.6100840000726748
640,0.5762639998465602
641,0.6068010002309165
642,0.5996439999762515
643,0.6001459996696212
644,0.6576320001840941
645,0.5758130000685924
646,0.5994809998810524
647,0.6426550003197917
648,0.6134019999990414
649,0.6050419997336576
650,0.5795219999527035
651,0.5979100001241022
652,0.6042079999133421
653,0.5819970001539332
654,0.6004110000503715
655,0.5730829998356057
656,0.6024819999765896
657,0.6279859999267501
658,0.5778469999313529
659,0.6044470001143054
660,0.5734209998990991
661,0.601025999912963
662,0.6031589996382536
663,0.5729249996875296
664,0.656134000109887
665,0.6197379998411634
666,0.5987959998492443
667,0.607177000347292
668,0.573911000174121
669,0.6045209997864731
670,0.5857060000380443
671,0.5972799999653944
672,0.6017410000822565
673,0.5804580000585702
674,0.6055600001673156
675,0.5758900001637812
676,0.5940559999544348
677,0.6032520000189834
678,0.5748020003011334
679,0.6681300001218915
680,0.6128679997345898
681,0.6933790000402951
682,0.6466580002779665
683,0.5714950002584374
684,0.604000000294036
685,0.6021760000294307
686,0.580082000396942
687,0.6073159997868061
688,0.5718950001210032
689,0.6043299999873852
690,0.6051880000086385
691,0.5725599999095721
692,0.6064609997338266
693,0.5712789998142398
694,0.6040359999133216
695,0.6025879997650918
696,0.5747070003963017
697,0.6201790001796326
698,0.5703480001102434
699,0.6081599999561149
700,0.5942889997641032
701,0.5787189998045505
702,0.6038019996594812
703,0.5798299998787115
704,0.6295260000115377
705,0.6352599998535879
706,0.5779829998573405
707,0.5998399997224624
708,0.5726770000364922
709,0.6034200000613055
710,0.5967600000076345
711,0.5815829999846756
712,0.6286259999797039
713,0.5722169998989557
714,0.6066199998713273
715,0.6030500003362249
716,0.5868099997314857
717,0.6065080001462775
718,0.5738540003221715
719,0.6042949999027769
720,0.5926810003984428
721,0.5949609999333916
722,0.6008049999763898
723,0.5720419999306614
724,0.606435000008787
725,0.5838120000589697
726,0.5942009997852438
727,0.6029070000295178
728,0.5743930000789987
729,0.6038630003786238
730,0.5936369998380542
731,1.4767790003133996
732,0.9635909996177361
733,1.260861999980989
734,0.7982269999047276
735,0.7904419999249512
736,0.9233289997609972
737,0.996917999600555
738,0.9511700000075507
739,0.8773399999881804
740,0.9697629998299817
741,0.9485609998591826
742,0.8953430001383822
743,0.912067000172101
744,0.9655570001996239
745,0.9984109997276391
746,0.9384780000800674
747,0.953959000071336
748,0.9386689998791553
749,0.9385769999425975
750,1.0698559999582358
751,1.0657489997356606
752,1.0639520000950142
753,0.9778510002433904
754,0.9738230000948533
755,0.9860079999270965
756,1.01491299983536
757,0.9771140003067558
758,0.9702820002530643
759,0.9780749996934901
760,1.0097749996020866
761,1.133932000357163
762,1.0130729997399612
763,1.0361350000493985
764,1.050646000294364
765,1.028608000069653
766,1.0307610000381828
767,1.019018000079086
768,1.002497999706975
769,1.0013679998337466
770,0.9379640000588552
771,0.9108389999710198
772,1.545269000416738
773,0.9308119997513131
774,0.6331910003609664
775,0.6447189998652902
776,0.6376669998644502
777,0.5815750000692788
778,0.6436580001718539
779,0.6267649996516411
780,0.5909750002501823
781,0.645291000182624
782,0.5924149995735206
783,0.6267149997256638
784,0.6251089998841053
785,0.5803449998893484
786,0.6708230002914206
787,0.6113399999776448
788,0.6009499998071988
789,0.6051979999028845
790,0.5842370001118979
791,0.6159520003166108
792,0.6028600000718143
793,0.5739140001423948
794,0.6055899998500536
795,0.5715980000786658
796,0.6070469999031047
797,0.6004959996062098
798,0.5765350001638581
799,0.599626999701286
800,0.8908849999897939
801,0.5834819999108731
802,0.6126369999037706
803,0.5822020002597128
804,0.6024720000823436
805,0.6029149999449146
806,0.621990999661648
807,0.6113449999247678
808,0.5885820000912645
809,0.5968249997749808
810,0.6032820001564687
811,0.5734460000894614
812,0.6116720001045906
813,0.5812299996250658
814,0.594531999922765
815,0.6005679997542757
816,0.5717829999412061
817,0.6464839998443495
818,0.606319999860716
819,0.5932029998803046
820,0.6042850000085309
821,0.5742970001847425
822,0.6046560001777834
823,0.5872809997526929
824,0.5954739999651792
825,0.6041820001883025
826,0.572153000121034
827,0.6029969999872264
828,0.608556999850407
829,0.6108149996180146
830,0.5999580002935545
831,0.5718349998460326
832,0.6036190002305375
833,0.6381580001288967
834,0.6832370004303812
835,0.6524860000354238
836,0.5868260000170267
837,0.5943559999650461
838,0.6028729999343341
839,0.5754680000791268
840,0.6513549997180235
841,0.6253840001591016
842,0.5988120001347852
843,0.6029750002198853
844,0.5733490002057806
845,0.6029229998603114
846,0.5791450003016507
847,0.5940250002822722
848,0.6066019996069372
849,0.5719320001844608
850,0.6081559999984165
851,0.5709930001103203
852,0.6069450000723009
853,0.6252819998735504
854,0.6016669999553415
855,0.635338999927626
856,0.6371129998115066
857,0.6030570002621971
858,0.6046089997653326
859,0.5762440000580682
860,0.6107650001467846
861,0.6069910000405798
862,0.5806389999634121
863,0.6042429999979504
864,0.5739690000154951
865,0.6083199996282929
866,0.6200050002007629
867,0.5780880001111655
868,0.6019239999659476
869,0.5711150001843635
870,0.6054710001990316
871,0.5804180000268389
872,0.591597000038746
873,0.6456329997490684
874,0.6009030003042426
875,0.6562020003002544
876,0.6111190000410716
877,0.5747420000261627
878,0.6104080002842238
879,0.5842780001330539
880,0.6064359999982116
881,0.6010779998177895
882,0.6063770001674129
883,0.6002479999551724
884,0.5707049999728042
885,0.603919999775826
886,0.6244950000109384
887,0.5833999998685613
888,0.605876999998145
889,0.5819349999001133
890,0.6070059998819488
891,0.6031019997863041
892,0.5734229998779483
893,0.6019669999659527
894,0.5734069995924074
895,0.6119340000623197
896,0.6010150000292924
897,0.5763139997725375
898,0.6037529997229285
899,0.5697709998457867
900,0.6231270003809186
901,0.5996090003463905
902,0.5760009998994065
903,0.6309290001809131
904,0.6282760000431153
905,0.6035420001353486
906,0.6080240000301274
907,0.5727420002585859
908,0.6039139998392784
909,0.5708919998141937
910,0.6075420001252496
911,0.5989849996694829
912,0.5763789999946312
913,0.601600000209146
914,0.5736349999097001
915,0.6030569998074498
916,0.6002119998811395
917,0.5774179999207263
918,0.6096209999668645
919,0.5739279999943392
920,0.607137999850238
921,0.5863789997420099
922,0.5943539999861969
923,0.6554780002261396
924,0.574777000110771
925,0.6444839996220253
926,0.637780000033672
927,0.5956610002613161
928,0.6083769999349897
929,0.5713659998036746
930,0.6435790000978159
931,0.5996400000185531
932,0.6063769997126656
933,0.6600900001103582
934,0.6302510000750772
935,0.6028550001246913
936,0.677054000334465
937,0.6090100000619714
938,0.6214239997461846
939,0.602793999860296
940,0.5734629999096796
941,0.6396690000656235
942,0.5875309998373268
943,0.5950310001026082
944,0.6019070001457294
945,0.6097269997553667
946,0.6406190000234346
947,0.5960970001979149
948,0.5792990000372811
949,0.6328489998850273
950,0.6338670000332058
951,0.6576700002369762
952,0.66354999989926
953,0.5728430000999651
954,0.6072139999560022
955,0.5909269998483069
956,0.5954570001449611
957,0.6049140001778142
958,0.5688080000254558
959,0.6088239997552591
960,0.5807649999951536
961,0.6289890002335596
962,0.6395739997060446
963,0.5997299999762618
964,0.6241589999262942
965,0.6115820001468819
966,0.5771820001427841
967,0.6049040002835682
968,0.5719659998248972
969,0.6047919996490236
970,0.5971380001028592
971,0.5783800002063799
972,0.612193000051775
973,0.5673199998454947
974,0.6081080000512884
975,0.5793420000372862
976,0.5893649999961781
977,0.5995629999233643
978,0.5708500002583605
979,0.6411330000446469
980,0.5873429995517654
981,0.5970899997009838
982,0.5999309996695956
983,0.5667870000252151
984,0.6024130002515449
985,0.6092640001043037
986,0.6432520003727404
987,0.5995090000396885
988,0.6129029998191982
989,0.6984729998293915
990,0.6443590000344557
991,0.5732899999202345
992,0.6039820000296459
993,0.5803969997941749
994,0.5925969999225345
995,0.6223199998203199
996,0.613547999819275
997,0.6515270001727913
998,0.6793020002078265
999,0.5750549998992938
